Symbol,IssuerName,Sector,Industry,IPO
ICP,INTERMEDIATE CAPITAL GROUP PLC,Financial Services,Financials,01/08/2016
IBT,INTERNATIONAL BIOTECHNOLOGY TST PLC,Financial Services,Financials,22/03/2005
IBM,INTERNATIONAL BUS MACH CORP,Technology,Technology,27/09/2004
IFL,INTERNATIONAL FERRO METALS LD,Basic Resources,Basic Materials,30/09/2005
IPF,INTERNATIONAL PERSONAL FINANCE PLC,Financial Services,Financials,16/07/2007
INPP,INTERNATIONAL PUBLIC PARTNERSHIP LD,Financial Services,Financials,22/09/2008
ITQ,INTERQUEST GROUP PLC,Industrial Goods & Services,Industrials,22/03/2006
IRV,INTERSERVE PLC,Industrial Goods & Services,Industrials,22/12/2006
ITRK,INTERTEK GROUP PLC,Industrial Goods & Services,Industrials,31/10/2003
IAG,INTL CONSOLIDATED AIRLINES GROUP SA,Travel & Leisure,Consumer Services,24/01/2011
INTU,INTU PROPERTIES PLC,Real Estate,Financials,24/06/2002
IAT,INVESCO ASIA TRUST PLC,Financial Services,Financials,18/12/2007
IVI,INVESCO INCOME GROWTH TRUST PLC,Financial Services,Financials,02/12/2005
IPE,INVESCO PERPETUAL ENHANCED IN LD,Financial Services,Financials,19/12/2006
IVPB,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007
IVPG,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007
IVPM,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007
IVPU,INVESCO PERPETUAL SELECT TRUST PLC,Financial Services,Financials,20/03/2007
IPU,INVESCO PERPETUAL UK SMLR CO IT PLC,Financial Services,Financials,07/12/2006
46HA,INVESTEC INVESTMENT TRUST PLC,,,28/06/2002
47HA,INVESTEC INVESTMENT TRUST PLC,,,28/06/2002
INVP,INVESTEC PLC,Financial Services,Financials,04/09/2006
INVR,INVESTEC PLC,Financial Services,Financials,12/07/2007
INV,INVESTMENT CO PLC,Financial Services,Financials,16/09/1999
IOF,IOFINA PLC,Oil & Gas,Oil & Gas,17/03/2009
IOM,IOMART GROUP PLC,Technology,Technology,21/06/2006
IPO,IP GROUP PLC,Financial Services,Financials,19/06/2006
IQE,IQE PLC,Technology,Technology,30/09/2003
IRF,IRF EUROPEAN FINANCE INVESTMENTS LD,Financial Services,Financials,02/04/2007
ICGC,IRISH CONTINENTAL GROUP PLC,Travel & Leisure,Consumer Services,10/06/2014
IRR,IRONRIDGE RESOURCES LIMITED,Basic Resources,Basic Materials,12/02/2015
IRON,IRONVELD PLC,Basic Resources,Basic Materials,21/06/2006
ITX,ITACONIX PLC,Chemicals,Basic Materials,10/07/2012
ITE,ITE GROUP PLC,Media,Consumer Services,18/06/2007
ITM,ITM POWER PLC,Oil & Gas,Oil & Gas,13/12/2005
ITV,ITV PLC,Media,Consumer Services,22/09/2008
IWG,IWG PLC,Industrial Goods & Services,Industrials,19/12/2016
IXI,IXICO PLC,Healthcare,Health Care,04/09/2013
JPJ,JACKPOTJOY PLC,Travel & Leisure,Consumer Services,25/01/2017
JHD,JAMES HALSTEAD PLC,Construction & Materials,Industrials,27/02/2006
JHDA,JAMES HALSTEAD PLC,Construction & Materials,Industrials,11/03/2002
JAN,JANGADA MINES PLC,Basic Resources,Basic Materials,29/06/2017
JLT,JARDINE LLOYD THOMPSON GROUP PLC,Insurance,Financials,31/10/2003
JAR,JARDINE MATHESON HLDGS LD.,Industrial Goods & Services,Industrials,27/09/2004
JARB,JARDINE MATHESON HLDGS LD.,Industrial Goods & Services,Industrials,03/11/2004
JARJ,JARDINE MATHESON HLDGS LD.,Industrial Goods & Services,Industrials,03/11/2004
88EI,JARDINE STRATEGIC HLDG LD,Industrial Goods & Services,Industrials,14/08/1998
JDS,JARDINE STRATEGIC HLDG LD,Industrial Goods & Services,Industrials,27/09/2004
JDSB,JARDINE STRATEGIC HLDG LD,Industrial Goods & Services,Industrials,03/11/2004
JIM,JARVIS SECURITIES PLC,Financial Services,Financials,21/12/2005
JWNG,JAYWING PLC,Media,Consumer Services,21/03/2007
JD.,JD SPORTS FASHION PLC,Retail,Consumer Services,28/11/2016
JEL,JERSEY ELECTRICITY PLC,Utilities,Utilities,23/05/2005
JOG,JERSEY OIL AND GAS PLC,Oil & Gas,Oil & Gas,17/08/2015
CHOO,JIMMY CHOO PLC,Personal & Household Goods,Consumer Goods,22/10/2014
JKX,JKX OIL & GAS PLC,Oil & Gas,Oil & Gas,20/03/2006
JLEN,JOHN LAING ENVIRNMNTL ASSETS GRP LD,Financial Services,Financials,31/03/2014
JLG,JOHN LAING GROUP PLC,Financial Services,Financials,17/02/2015
JLIF,JOHN LAING INFRASTRUCTURE FUND LD,Financial Services,Financials,29/11/2010
JLH,JOHN LEWIS OF HUNGERFORD PLC,Personal & Household Goods,Consumer Goods,22/06/2005
JMAT,JOHNSON MATTHEY PLC,Chemicals,Basic Materials,11/01/2016
JSG,JOHNSON SERVICE GROUP PLC,Industrial Goods & Services,Industrials,08/07/2005
JPR,JOHNSTON PRESS PLC,Media,Consumer Services,13/11/2014
JOUL,JOULES GROUP PLC,Retail,Consumer Services,26/05/2016
JPEL,JPEL PRIVATE EQUITY LTD,,,02/05/2017
JPSZ,JPEL PRIVATE EQUITY LTD,,,12/09/2011
JAM,JPMORGAN AMERICAN IT PLC,Financial Services,Financials,08/05/2014
JAI,JPMORGAN ASIAN INVESTMENT TRUST PLC,Financial Services,Financials,09/02/2006
JPB,JPMORGAN BRAZIL INV TRUST PLC,Financial Services,Financials,26/04/2010
JMC,JPMORGAN CHINESE I.T.PLC,Financial Services,Financials,18/12/2007
JCH,JPMORGAN CLAVERHOUSE IT PLC,Financial Services,Financials,08/07/2005
JPE,JPMORGAN ELECT PLC,Financial Services,Financials,15/01/2004
JPEC,JPMORGAN ELECT PLC,Financial Services,Financials,19/01/2004
JPEI,JPMORGAN ELECT PLC,Financial Services,Financials,19/01/2004
JMG,JPMORGAN EMERGING MKTS INV TRST PLC,Financial Services,Financials,08/07/2005
JETG,JPMORGAN EUROPEAN INVEST TST PLC,Financial Services,Financials,02/08/2006
JETI,JPMORGAN EUROPEAN INVEST TST PLC,Financial Services,Financials,02/08/2006
JESC,JPMORGAN EURO SMALL CO. TRUST PLC,Financial Services,Financials,23/07/2014
JGCI,JPMORGAN GLBL CONVERTIBLES INC FD,Financial Services,Financials,11/06/2013
JEMI,JPMORGAN GLOBAL EMERG. MKTS. IT PLC,Financial Services,Financials,29/07/2010
JPGI,JPMORGAN GLOBAL GWTH & INC PLC,Financial Services,Financials,08/01/2016
JPI,JPMORGAN INCOME & CAPITAL TRUST PLC,Financial Services,Financials,03/03/2008
JPIU,JPMORGAN INCOME & CAPITAL TRUST PLC,Financial Services,Financials,03/03/2008
JPIZ,JPMORGAN INCOME & CAPITAL TRUST PLC,Financial Services,Financials,03/03/2008
JII,JPMORGAN INDIAN INV TRUST PLC,Financial Services,Financials,08/07/2005
JFJ,JPMORGAN JAPANESE INV. TRUST PLC,Financial Services,Financials,13/01/2004
JPS,JPMORGAN JAPAN SMALLER CO TST PLC,Financial Services,Financials,02/12/2005
JPSS,JPMORGAN JAPAN SMALLER CO TST PLC,Financial Services,Financials,16/12/2014
JMF,JPMORGAN MID CAP INV TRUST PLC,Financial Services,Financials,08/07/2005
JRS,JPMORGAN RUSSIAN SECS PLC,Financial Services,Financials,03/03/2006
JMI,JPMORGAN SMALLER COS IT PLC,Financial Services,Financials,02/12/2005
JUSC,JPMORGAN US SMALLER CO. INV TST PLC,Financial Services,Financials,06/03/2014
JLP,JUBILEE PLATINUM PLC,Basic Resources,Basic Materials,23/09/2004
JDG,JUDGES SCIENTIFIC PLC,Industrial Goods & Services,Industrials,21/12/2005
JDT,JUPITER DIVIDEND & GROWTH TRUST PLC,Financial Services,Financials,01/12/2005
JDTC,JUPITER DIVIDEND & GROWTH TRUST PLC,Financial Services,Financials,01/11/2010
JDTZ,JUPITER DIVIDEND & GROWTH TRUST PLC,Financial Services,Financials,01/11/2010
JEFI,JUPITER EMERGING & FRONTIER INC TST,Financial Services,Financials,15/05/2017
JEO,JUPITER EUROPEAN OPPS TRUST PLC,Financial Services,Financials,02/12/2005
JUP,JUPITER FUND MANAGEMENT PLC,Financial Services,Financials,16/06/2010
JGC,JUPITER GREEN INVESTMENT TRUST PLC,Financial Services,Financials,20/03/2007
JUKG,JUPITER UK GROWTH INVEST.TRST.PLC  ,Financial Services,Financials,22/11/2013
JUS,JUPITER US SMALLER COMPANIES PLC,Financial Services,Financials,02/12/2005
JIL,JURIDICA INVESTMENTS LD,Financial Services,Financials,21/12/2007
JE.,JUST EAT PLC,Retail,Consumer Services,08/04/2014
JUST,JUST GROUP PLC,Insurance,Financials,15/11/2013
JZCP,JZ CAPITAL PARTNERS LD,Financial Services,Financials,23/06/2009
JZCZ,JZ CAPITAL PARTNERS LD,Financial Services,Financials,01/10/2015
KBT,K3 BUSINESS TECHNOLOGY GROUP PLC,Technology,Technology,29/04/2004
K3C,K3 CAPITAL GROUP PLC,Industrial Goods & Services,Industrials,11/04/2017
KNOS,KAINOS GROUP PLC,Technology,Technology,10/07/2015
KAKU,KAKUZI LD,,,16/03/2006
KDR,KARELIAN DIAMOND RESOURCES PLC,Basic Resources,Basic Materials,21/06/2006
KAT,KATORO GOLD PLC,Basic Resources,Basic Materials,27/04/2015
KAZ,KAZ MINERALS PLC,Basic Resources,Basic Materials,19/12/2005
KCOM,KCOM GROUP PLC,Telecommunications,Telecommunications,19/09/2005
KCR,K&C REIT PLC ,Real Estate,Financials,03/07/2015
KEFI,KEFI MINERALS PLC,Basic Resources,Basic Materials,02/03/2017
KLN,KELLAN GROUP (THE) PLC,Industrial Goods & Services,Industrials,21/09/2005
KLR,KELLER GROUP PLC,Construction & Materials,Industrials,27/11/2006
KEM,KEMIN RESOURCES PLC,Basic Resources,Basic Materials,01/03/2013
KMR,KENMARE RESOURCES PLC,Basic Resources,Basic Materials,26/07/2016
KENV,KENNEDY VENTURES PLC,Industrial Goods & Services,Industrials,09/11/2012
KWE,KENNEDY WILSON EUROPE REAL EST. PLC,Real Estate,Financials,28/02/2014
KRS,KERAS RESOURCES PLC,Basic Resources,Basic Materials,18/07/2011
KYGA,KERRY GROUP PLC,Food & Beverage,Consumer Goods,08/07/2005
70HF,KEYSTONE INV TST PLC,Financial Services,Financials,28/06/2002
KIT,KEYSTONE INV TST PLC,Financial Services,Financials,08/07/2005
KWS,KEYWORDS STUDIOS PLC,Industrial Goods & Services,Industrials,12/07/2013
KIBO,KIBO MINING PLC,Basic Resources,Basic Materials,25/03/2013
KIE,KIER GROUP PLC,Construction & Materials,Industrials,19/12/2005
KBE,KIMBERLY ENTERPRISES N.V.,Real Estate,Financials,21/03/2007
KGF,KINGFISHER PLC,Retail,Consumer Services,28/08/2001
KIN,KIN GROUP PLC,Personal & Household Goods,Consumer Goods,22/12/2009
KAY,KINGS ARMS YARD VCT PLC,Financial Services,Financials,03/08/2004
KGP,KINGSPAN GROUP PLC,Construction & Materials,Industrials,08/07/2005
KOD,KODAL MINERALS PLC,Basic Resources,Basic Materials,30/12/2013
KNM,KONAMI HOLDINGS CORPORATION,Personal & Household Goods,Consumer Goods,27/09/2004
KOOV,KOOVS PLC,Retail,Consumer Services,10/03/2014
KOS,KOSMOS ENERGY LD,Oil & Gas,Oil & Gas,21/08/2017
KMK,KROMEK GROUP PLC,Healthcare,Health Care,16/10/2013
KSK,KSK POWER VENTUR PLC,Utilities,Utilities,01/11/2006
KUBC,KUBERA CROSS-BORDER FUND LD,Financial Services,Financials,27/12/2006
LCL,LADBROKES CORAL GROUP PLC,Travel & Leisure,Consumer Services,19/06/2006
LRD,LAIRD PLC,Technology,Technology,11/06/2007
LAKE,LAKEHOUSE PLC,Industrial Goods & Services,Industrials,23/03/2015
LAM,LAMPRELL PLC,Oil & Gas,Oil & Gas,11/10/2006
LRE,LANCASHIRE HOLDINGS LD,Insurance,Financials,13/12/2005
LND,LANDORE RESOURCES LD,Basic Resources,Basic Materials,06/04/2005
LAND,LAND SECURITIES GROUP PLC,Real Estate,Financials,06/09/2002
LOGP,LANSDOWNE OIL & GAS PLC,Oil & Gas,Oil & Gas,20/12/2006
LTHM,LATHAM(JAMES) PLC,Industrial Goods & Services,Industrials,21/09/2005
LTHP,LATHAM(JAMES) PLC,Industrial Goods & Services,Industrials,31/12/2004
LWDB,LAW DEBENTURE CORPORATION PLC,Financial Services,Financials,08/07/2005
WTR,LAZARD WORLD TRUST FUND,Financial Services,Financials,03/02/2010
LEAF,LEAF CLEAN ENERGY COMPANY,Financial Services,Financials,06/10/2015
LTG,LEARNING TECHNOLOGIES GROUP PLC,Industrial Goods & Services,Industrials,15/06/2011
LDSG,LEEDS GROUP PLC,Financial Services,Financials,24/06/2004
LGEN,LEGAL & GENERAL GROUP PLC,Insurance,Financials,26/04/1999
LEG,LEGENDARY INVESTMENTS PLC,Financial Services,Financials,02/06/2000
LEK,LEKOIL LIMITED,Oil & Gas,Oil & Gas,17/05/2013
LVRT,LEVRETT PLC,Financial Services,Financials,17/12/2015
LID,LIDCO GROUP PLC,Healthcare,Health Care,05/07/2001
LGT,LIGHTHOUSE GROUP PLC,Financial Services,Financials,20/09/2006
LWRF,LIGHTWAVERF PLC,Personal & Household Goods,Consumer Goods,03/04/2014
LME,LIMITLESS EARTH PLC,Financial Services,Financials,12/05/2014
LTI,LINDSELL TRAIN INVESTMENT TRUST PLC,Financial Services,Financials,02/10/2002
LION,LIONSGOLD LIMITED,Basic Resources,Basic Materials,17/06/2011
LIO,LIONTRUST ASSET MANAGEMENT PLC,Financial Services,Financials,02/12/2005
LIV,LIVERMORE INVESTMENTS GROUP LD,Financial Services,Financials,05/08/2011
LLOY,LLOYDS BANKING GROUP PLC,Banks,Financials,24/11/2003
LMS,LMS CAPITAL PLC,Financial Services,Financials,14/03/2007
LSR,LOCAL SHOPPING REIT (THE) PLC,Real Estate,Financials,18/06/2007
LOK,LOK'N STORE GROUP PLC,Real Estate,Financials,22/06/2005
LRM,LOMBARD RISK MANAGEMENT PLC,Technology,Technology,20/09/2006
LAS,LONDON & ASSOC PROPERTIES PLC,Real Estate,Financials,19/12/2005
LCG,LONDON CAPITAL GROUP HLDGS PLC,Financial Services,Financials,18/12/2007
LFI,LONDON FINANCE AND INVEST. GRP PLC,Financial Services,Financials,16/09/1999
LMP,LONDONMETRIC PROPERTY PLC,Real Estate,Financials,01/10/2010
LSC,LONDON SECURITY PLC,Industrial Goods & Services,Industrials,02/06/2000
LSE,LONDON STOCK EXCHANGE GROUP PLC,Financial Services,Financials,15/05/2006
LMI,LONMIN PLC,Basic Resources,Basic Materials,18/12/2015
LOOK,LOOKERS PLC,Retail,Consumer Services,05/07/2006
LOOP,LOOPUP GROUP PLC,Technology,Technology,24/08/2016
BD46,LOW & BONAR PLC,Construction & Materials,Industrials,28/06/2002
BD70,LOW & BONAR PLC,Construction & Materials,Industrials,28/06/2002
BD90,LOW & BONAR PLC,Construction & Materials,Industrials,28/06/2002
LWB,LOW & BONAR PLC,Construction & Materials,Industrials,08/07/2005
LWI,LOWLAND INV CO PLC,Financial Services,Financials,08/07/2005
LPA,LPA GROUP PLC,Industrial Goods & Services,Industrials,07/05/2002
LSL,LSL PROPERTY SERVICES PLC,Real Estate,Financials,21/11/2006
LUCE,LUCECO PLC,Industrial Goods & Services,Industrials,20/10/2016
LXB,LXB RETAIL PROPERTIES PLC,Real Estate,Financials,20/10/2009
LXI,LXI REIT PLC,Real Estate,Financials,27/02/2017
MPO,MACAU PROPERTY OPP. FUND LD,Real Estate,Financials,05/06/2006
MACF,MACFARLANE GROUP PLC,Industrial Goods & Services,Industrials,16/04/1996
MAGP,MAGNOLIA PETROLEUM PLC,Oil & Gas,Oil & Gas,25/11/2011
MAI,MAINTEL HOLDINGS PLC,Industrial Goods & Services,Industrials,21/12/2005
MAJE,MAJEDIE INV PLC,Financial Services,Financials,08/07/2005
WINE,MAJESTIC WINE PLC,Retail,Consumer Services,02/12/2005
MLVN,MALVERN INTERNATIONAL PLC,Industrial Goods & Services,Industrials,21/09/2005
MMC,MANAGEMENT CONSULTING GROUP PLC,Industrial Goods & Services,Industrials,02/12/2005
MRS,MANAGEMENT RESOURCE SOLUTIONS PLC,Industrial Goods & Services,Industrials,11/12/2014
MNL,MANCHESTER & LONDON INV TST PLC,Financial Services,Financials,16/09/1999
MDO,MANDARIN ORIENTAL INTERNATIONAL,Travel & Leisure,Consumer Services,27/09/2004
MDOB,MANDARIN ORIENTAL INTERNATIONAL,Travel & Leisure,Consumer Services,03/11/2004
MDOJ,MANDARIN ORIENTAL INTERNATIONAL,Travel & Leisure,Consumer Services,03/11/2004
EMG,MAN GROUP PLC,Financial Services,Financials,06/11/2012
MFX,MANX FINANCIAL GROUP PLC,Financial Services,Financials,30/01/2008
MANX,MANX TELECOM PLC,Telecommunications,Telecommunications,10/02/2014
MAC,MARECHALE CAPITAL PLC,Financial Services,Financials,03/03/2008
MKS,MARKS & SPENCER GROUP PLC,Retail,Consumer Services,19/03/2002
MRL,MARLOWE PLC,Industrial Goods & Services,Industrials,31/03/2016
MMH,MARSHALL MOTOR HOLDINGS PLC,Retail,Consumer Services,02/04/2015
MSLH,MARSHALLS PLC,Construction & Materials,Industrials,08/07/2004
MHM,"MARSH & MCLENNAN COS,INC",Insurance,Financials,27/09/2004
92IP,MARSTON'S PLC,Travel & Leisure,Consumer Services,28/06/2002
MARS,MARSTON'S PLC,Travel & Leisure,Consumer Services,09/01/2007
MCP,MARTIN CURRIE ASIA UNCONSRA.TST PLC,Financial Services,Financials,12/12/2005
MNP,MARTIN CURRIE GLB PORTFOLIO TST PLC,Financial Services,Financials,08/07/2005
MAW,MARUWA CO LD,Industrial Goods & Services,Industrials,27/09/2004
MVI,MARWYN VALUE INVESTORS LD,Financial Services,Financials,08/10/2015
MVIR,MARWYN VALUE INVESTORS LD,Financial Services,Financials,30/11/2016
MASA,MASAWARA PLC,Financial Services,Financials,19/08/2010
MTMY,MATOMY MEDIA GROUP LTD.,Media,Consumer Services,11/07/2014
MTW,MATTIOLI WOODS PLC,Financial Services,Financials,20/09/2006
MIG2,MAVEN INCOME AND GROWTH VCT 2 PLC,Financial Services,Financials,20/01/2004
MIG3,MAVEN INCOME AND GROWTH VCT 3 PLC,Financial Services,Financials,28/07/2004
MAV4,MAVEN INCOME & GROWTH VCT 4 PLC,Financial Services,Financials,16/03/2006
MIG5,MAVEN INCOME & GROWTH VCT 5 PLC,Financial Services,Financials,31/05/2007
MIG6,MAVEN INCOME & GROWTH VCT 6 PLC,Financial Services,Financials,24/08/2006
MIG1,MAVEN INCOME & GROWTH VCT PLC,Financial Services,Financials,06/04/2000
MXCR,MAXCYTE INC,Healthcare,Health Care,24/04/2017
MXCT,MAXCYTE INC,Healthcare,Health Care,29/03/2016
MAYA,MAYAIR GROUP PLC,Industrial Goods & Services,Industrials,07/05/2015
MYN,MAYAN ENERGY LIMITED,Oil & Gas,Oil & Gas,28/04/2017
MUBL,MBL GROUP PLC,Media,Consumer Services,30/01/2006
MCB,MCBRIDE PLC,Personal & Household Goods,Consumer Goods,08/07/2005
MCS,MCCARTHY & STONE PLC,Personal & Household Goods,Consumer Goods,11/11/2015
MCLS,MCCOLL'S RETAIL GROUP PLC,Retail,Consumer Services,28/02/2014
MCKS,MCKAY SECURITIES PLC,Real Estate,Financials,08/07/2005
SAA,M&C SAATCHI PLC,Media,Consumer Services,14/07/2004
MER,MEARS GROUP PLC,Industrial Goods & Services,Industrials,22/09/2008
MED,MEDAPHOR GROUP PLC,Healthcare,Health Care,27/08/2014
MEI,MEDIA AND INCOME TRUST PLC,Financial Services,Financials,24/08/2000
MDZ,MEDIAZEST PLC,Media,Consumer Services,20/12/2006
MGP,MEDICA GROUP PLC,Healthcare,Health Care,21/03/2017
MDC,MEDICLINIC INTERNATIONAL PLC,Healthcare,Health Care,26/06/2013
MXF,MEDICX FUND LD,Real Estate,Financials,12/12/2006
MGGT,MEGGITT PLC,Industrial Goods & Services,Industrials,31/10/2003
MIK,MEIKLES LD,,,21/03/2011
MRO,MELROSE INDUSTRIES PLC,Construction & Materials,Industrials,28/01/2016
MHN,MENHADEN CAPITAL PLC,Financial Services,Financials,31/07/2015
68HN,MENZIES(JOHN) PLC,Industrial Goods & Services,Industrials,28/06/2002
MNZS,MENZIES(JOHN) PLC,Industrial Goods & Services,Industrials,08/07/2005
MRC,MERCANTILE INVESTMENT TST (THE) PLC,Financial Services,Financials,31/10/2003
MPL,MERCANTILE PORTS & LOGISTICS LTD,Industrial Goods & Services,Industrials,07/10/2010
72HN,MERCHANTS TRUST PLC,Financial Services,Financials,28/06/2002
MRCH,MERCHANTS TRUST PLC,Financial Services,Financials,31/10/2003
MERC,MERCIA TECHNOLOGIES PLC,Financial Services,Financials,18/12/2014
MPH,MEREO BIOPHARMA GROUP PLC,Healthcare,Health Care,09/06/2016
MERL,MERLIN ENTERTAINMENTS PLC,Travel & Leisure,Consumer Services,13/11/2013
32OC,MERRILL LYNCH INTERNATIONAL & CO CV,,,23/07/1999
MTL,METALS EXPLORATION PLC,Basic Resources,Basic Materials,22/10/2004
MTR,METAL TIGER PLC,Financial Services,Financials,31/05/2001
MNC,METMINCO LD,Basic Resources,Basic Materials,01/04/2010
MTRO,METRO BANK PLC,Banks,Financials,10/03/2016
MBH,MICHELMERSH BRICK HLDGS PLC,Construction & Materials,Industrials,23/06/2005
MCRO,MICRO FOCUS INTERNATIONAL PLC,Technology,Technology,20/11/2014
MCGN,MICROGEN PLC,Technology,Technology,19/03/2015
MSYS,MICROSAIC SYSTEMS PLC,Industrial Goods & Services,Industrials,11/04/2011
MTPH,MIDATECH PHARMA PLC,Healthcare,Health Care,08/12/2014
MCT,MIDDLEFIELD CANADIAN INC PCC,Financial Services,Financials,06/07/2006
MIDW,MIDWICH GROUP PLC,Industrial Goods & Services,Industrials,06/05/2016
MWY,MID WYND INTL INV TST PLC,Financial Services,Financials,11/10/2011
MILA,MILA RESOURCES PLC,Financial Services,Financials,07/10/2016
MSG,MILESTONE GROUP PLC,Media,Consumer Services,22/09/2005
MLC,MILLENNIUM & COPTHORNE HOTELS PLC,Travel & Leisure,Consumer Services,31/10/2003
MCON,MINCON GROUP PLC,Industrial Goods & Services,Industrials,26/11/2013
MMX,MINDS + MACHINES GROUP LD,Media,Consumer Services,21/03/2014
MAFL,MINERAL & FINANCIAL INVESTMENTS LD,Financial Services,Financials,17/04/2013
MIN,MINOAN GROUP PLC,Travel & Leisure,Consumer Services,02/05/2007
MPAY,MI-PAY GROUP PLC,Industrial Goods & Services,Industrials,21/05/2007
MIRA,MIRADA PLC,Media,Consumer Services,26/02/2008
MAB,MITCHELLS & BUTLERS PLC,Travel & Leisure,Consumer Services,20/04/2007
MTH,MITHRAS INV TST PLC,Financial Services,Financials,19/09/2006
MTO,MITIE GROUP PLC,Industrial Goods & Services,Industrials,31/10/2003
MIGO,MITON GLOBAL OPPORTUNITIES PLC,Financial Services,Financials,06/04/2004
MGR,MITON GROUP PLC,Financial Services,Financials,22/06/2005
MINI,MITON UK MICROCAP TRUST PLC,Financial Services,Financials,30/04/2015
MEL,MITSUBISHI ELECTRIC CORPORATION,Industrial Goods & Services,Industrials,27/09/2004
GLE,MJ GLEESON PLC,Personal & Household Goods,Consumer Goods,19/12/2014
MKA,MKANGO RESOURCES LTD,Basic Resources,Basic Materials,15/06/2016
MIG,MOBEUS INCOME & GROWTH 2 VCT PLC,Financial Services,Financials,05/01/2006
MIG4,MOBEUS INCOME & GROWTH 4 VCT PLC,Financial Services,Financials,20/10/2006
MIX,MOBEUS INCOME & GROWTH VCT PLC,Financial Services,Financials,23/11/2006
MOS,MOBILE STREAMS PLC,Telecommunications,Telecommunications,20/09/2006
MBT,MOBILE TORNADO GROUP PLC,Telecommunications,Telecommunications,08/03/2006
MBO,MOBILITYONE LD,Industrial Goods & Services,Industrials,05/07/2007
MWG,MODERN WATER PLC,Industrial Goods & Services,Industrials,12/06/2007
MLIN,MOLINS PLC,Industrial Goods & Services,Industrials,20/12/2005
MCC,MONCHHICHI PLC,Oil & Gas,Oil & Gas,31/07/2014
MNDI,MONDI PLC,Basic Resources,Basic Materials,02/07/2007
MONY,MONEYSUPERMARKET.COM GROUP PLC,Media,Consumer Services,26/07/2007
MONI,MONITISE PLC,Telecommunications,Telecommunications,28/06/2007
MNKS,MONKS INV TST PLC,Financial Services,Financials,31/10/2003
MTE,MONTANARO EUROPEAN SMALLER C.TSTPLC,Financial Services,Financials,20/03/2007
MTU,MONTANARO UK SMLR COS INV TST PLC,Financial Services,Financials,12/12/2006
BA05,MORGAN ADVANCED MATERIALS PLC,Industrial Goods & Services,Industrials,28/06/2002
BA29,MORGAN ADVANCED MATERIALS PLC,Industrial Goods & Services,Industrials,28/06/2002
MGAM,MORGAN ADVANCED MATERIALS PLC,Industrial Goods & Services,Industrials,31/10/2003
MGNS,MORGAN SINDALL GROUP PLC,Construction & Materials,Industrials,22/09/2008
MRW,MORRISON(WM.)SUPERMARKETS PLC,Retail,Consumer Services,10/04/2001
MCL,MORSES CLUB PLC,Financial Services,Financials,05/05/2016
MAB1,MORTGAGE ADVICE BUREAU (HLDGS) PLC,Financial Services,Financials,14/11/2014
MORT,MORTICE LD,Industrial Goods & Services,Industrials,15/05/2008
MSMN,MOSMAN OIL AND GAS LIMITED,Oil & Gas,Oil & Gas,20/03/2014
MOSB,MOSS BROS GROUP PLC,Retail,Consumer Services,18/12/2006
MTC,MOTHERCARE PLC,Retail,Consumer Services,08/07/2005
MTFB,MOTIF BIO PLC,Healthcare,Health Care,02/04/2015
MOTR,MOTORPOINT GROUP PLC,Retail,Consumer Services,18/05/2016
MOGP,MOUNTFIELD GROUP PLC,Construction & Materials,Industrials,30/10/2008
MTVW,MOUNTVIEW ESTATES PLC,Real Estate,Financials,16/09/2002
MPE,M. P. EVANS GROUP PLC,Food & Beverage,Consumer Goods,02/12/2005
MPM,MPORIUM GROUP PLC,Technology,Technology,18/12/2013
MSI,MS INTERNATIONAL PLC,Industrial Goods & Services,Industrials,14/11/2000
MWE,MTI WIRELESS EDGE LD,Technology,Technology,16/03/2006
37HR,MUCKLOW(A.& J.)GROUP PLC,Real Estate,Financials,28/06/2002
MKLW,MUCKLOW(A.& J.)GROUP PLC,Real Estate,Financials,08/07/2005
MUL,MULBERRY GROUP PLC,Personal & Household Goods,Consumer Goods,21/06/2006
MUR,MURGITROYD GROUP PLC,Industrial Goods & Services,Industrials,30/11/2001
MUT,MURRAY INCOME TRUST PLC,Financial Services,Financials,31/10/2003
MYI,MURRAY INTERNATIONAL TRUST PLC,Financial Services,Financials,31/10/2003
MSD,MUSEDIA CORPORATION,,,16/09/1999
WINK,M WINKWORTH PLC,Real Estate,Financials,12/11/2009
MXCP,MXC CAPITAL LIMITED,Financial Services,Financials,06/02/2015
MXO,MX OIL PLC,Oil & Gas,Oil & Gas,01/04/2014
MIL,MYANMAR INV INTERNATIONAL LD,Financial Services,Financials,27/06/2013
SHWE,MYANMAR STRATEGIC HOLDINGS LD,Real Estate,Financials,22/08/2017
MYX,MYCELX TECHNOLOGIES CORPORATION,Oil & Gas,Oil & Gas,04/09/2012
MYXR,MYCELX TECHNOLOGIES CORPORATION,Oil & Gas,Oil & Gas,04/08/2011
MYSL,MYSALE GROUP PLC,Retail,Consumer Services,16/06/2014
MYSQ,MYSQUAR LIMITED ,Technology,Technology,01/07/2015
MYT,MYTRAH ENERGY LD,Utilities,Utilities,12/10/2010
N4P,N4 PHARMA PLC,Healthcare,Health Care,03/05/2017
NAH,NAHL GROUP PLC,Media,Consumer Services,29/05/2014
