Symbol,IssuerName,Sector,Industry,IPO
VLTY,VELTYCO GROUP PLC,Travel & Leisure,Consumer Services,30/06/2016
VENN,VENN LIFE SCIENCES HOLDINGS PLC,Healthcare,Health Care,14/12/2012
VLG,VENTURE LIFE GROUP PLC,Food & Beverage,Consumer Goods,28/03/2014
VEN2,VENTUS 2 VCT PLC,Financial Services,Financials,28/07/2006
VNC,VENTUS 2 VCT PLC,Financial Services,Financials,01/04/2009
VND,VENTUS 2 VCT PLC,Financial Services,Financials,17/04/2014
VEN,VENTUS VCT PLC,Financial Services,Financials,16/03/2005
VENC,VENTUS VCT PLC,Financial Services,Financials,01/04/2009
VEND,VENTUS VCT PLC,Financial Services,Financials,17/04/2014
VDTK,VERDITEK PLC,Oil & Gas,Oil & Gas,10/08/2017
VER,VERNALIS PLC,Healthcare,Health Care,19/05/2009
VRP,VERONA PHARMA PLC,Healthcare,Health Care,13/02/2017
VRS,VERSARIEN PLC,Chemicals,Basic Materials,12/06/2013
VSN,VERSEON CORPORATION,Healthcare,Health Care,07/05/2015
VCBC,VERTU CAPITAL LIMITED,Financial Services,Financials,19/01/2015
VTU,VERTU MOTORS PLC,Retail,Consumer Services,20/12/2006
VSVS,VESUVIUS PLC,Industrial Goods & Services,Industrials,17/12/2012
VNET,VIANET GROUP PLC,Industrial Goods & Services,Industrials,19/12/2006
VOG,VICTORIA OIL & GAS PLC,Oil & Gas,Oil & Gas,27/11/2014
VCP,VICTORIA PLC,Personal & Household Goods,Consumer Goods,12/09/2016
VCT,VICTREX PLC,Chemicals,Basic Materials,31/10/2003
VEIL,VIETNAM ENTERPRISE INVESTMENTS LIMI,Financial Services,Financials,05/07/2016
VNH,VIETNAM HOLDING LD,Financial Services,Financials,15/06/2006
VNI,VIETNAM INFRASTRUCTURE LD,Financial Services,Financials,05/07/2007
VOF,VINACAPITAL VIETNAM OPP. FUND  LD,Financial Services,Financials,30/03/2016
VNL,VINALAND LD,Financial Services,Financials,22/03/2006
VIP,VIPERA PLC,Industrial Goods & Services,Industrials,16/08/2010
VM.,VIRGIN MONEY HOLDINGS (UK) PLC,Banks,Financials,13/11/2014
VIS,VITESSE MEDIA PLC,Media,Consumer Services,03/10/2001
VOD,VODAFONE GROUP PLC,Telecommunications,Telecommunications,24/02/2014
VLX,VOLEX PLC,Industrial Goods & Services,Industrials,19/03/2001
VGAS,VOLGA GAS PLC,Oil & Gas,Oil & Gas,12/06/2007
VTA,VOLTA FINANCE LIMITED,Financial Services,Financials,29/05/2015
FAN,VOLUTION GROUP PLC,Construction & Materials,Industrials,21/06/2014
VLE,VOLVERE PLC,Financial Services,Financials,24/12/2002
VOR,VORDERE PLC,Real Estate,Financials,29/10/2012
VSL,VPC SPECIALTY LENDING INVESTMENTS,Financial Services,Financials,17/03/2015
VP.,VP PLC,Industrial Goods & Services,Industrials,02/12/2005
WALG,WALCOM GROUP LD,Food & Beverage,Consumer Goods,21/12/2006
WCW,WALKER CRIPS GROUP PLC,Financial Services,Financials,23/07/2007
WGB,WALKER GREENBANK PLC,Personal & Household Goods,Consumer Goods,22/03/2006
WAND,WANDISCO PLC,Technology,Technology,01/06/2012
W7L,WARPAINT LONDON PLC,Personal & Household Goods,Consumer Goods,30/11/2016
WTG,WATCHSTONE GROUP PLC,Technology,Technology,21/12/2015
WATR,WATER INTELLIGENCE PLC,Industrial Goods & Services,Industrials,30/03/2016
WJG,WATKIN JONES PLC,Personal & Household Goods,Consumer Goods,23/03/2016
WTI,WEATHERLY INTERNATIONAL PLC,Basic Resources,Basic Materials,28/06/2006
WEB,WEBIS HOLDINGS PLC,Travel & Leisure,Consumer Services,02/06/2000
WEIR,WEIR GROUP PLC,Industrial Goods & Services,Industrials,31/10/2003
WKOF,WEISS KOREA OPPORTUNITY FUND LTD.,Financial Services,Financials,14/05/2013
WRL,WENTWORTH RESOURCES LIMITED,Oil & Gas,Oil & Gas,25/10/2011
WAFM,WEST AFRICAN MINERALS CORPORATION,Basic Resources,Basic Materials,19/12/2011
WSG,WESTMINSTER GROUP PLC,Industrial Goods & Services,Industrials,21/06/2007
WTE,WESTMOUNT ENERGY LD,Oil & Gas,Oil & Gas,23/12/2005
JDW,WETHERSPOON(J.D.) PLC,Travel & Leisure,Consumer Services,31/10/2003
WEY,WEY EDUCATION PLC,Industrial Goods & Services,Industrials,11/12/2015
WHI,W.H. IRELAND GROUP PLC,Financial Services,Financials,27/07/2000
WTB,WHITBREAD PLC,Travel & Leisure,Consumer Services,08/01/2007
SMWH,WH SMITH PLC,Retail,Consumer Services,22/02/2008
WDC,WIDECELLS GROUP PLC,Healthcare,Health Care,27/07/2016
WMH,WILLIAM HILL PLC,Travel & Leisure,Consumer Services,19/12/2005
WCH,WILMCOTE HOLDINGS PLC,Financial Services,Financials,17/08/2017
WIL,WILMINGTON PLC,Media,Consumer Services,08/07/2005
WIN,WINCANTON PLC,Industrial Goods & Services,Industrials,03/05/2007
WPHO,WINDAR PHOTONICS PLC,Industrial Goods & Services,Industrials,30/03/2015
WSBN,WISHBONE GOLD PLC,Basic Resources,Basic Materials,16/07/2012
86IP,WITAN INV TST PLC,Financial Services,Financials,28/06/2002
87IP,WITAN INV TST PLC,Financial Services,Financials,28/06/2002
WTAN,WITAN INV TST PLC,Financial Services,Financials,31/10/2003
WPC,WITAN PACIFIC INVESTMENT TRUST PLC,Financial Services,Financials,08/07/2005
WIZZ,WIZZ AIR HOLDINGS PLC.,Travel & Leisure,Consumer Services,03/03/2015
WLFE,WOLF MINERALS LIMITED,Basic Resources,Basic Materials,30/11/2011
WPCT,WOODFORD PATIENT CAPITAL TRUST PLC,Financial Services,Financials,21/04/2015
WG.,WOOD GROUP (JOHN) PLC,Oil & Gas,Oil & Gas,04/07/2011
WSE,WORK SERVICE S.A.,Industrial Goods & Services,Industrials,18/02/2016
WKP,WORKSPACE GROUP PLC,Real Estate,Financials,08/08/2011
WOR,WORLD CAREERS NETWORK PLC,Industrial Goods & Services,Industrials,02/06/2000
WGP,WORLDLINK GROUP PLC,Media,Consumer Services,24/11/2011
WPG,WORLDPAY GROUP PLC,Industrial Goods & Services,Industrials,16/10/2015
WSL,WORLDSEC LD,Financial Services,Financials,17/09/1999
WTS,WORLD TRADE SYSTEMS PLC,,,16/03/2006
WWH,WORLDWIDE HEALTHCARE TRUST PLC,Financial Services,Financials,08/07/2005
WRN,WORTHINGTON GROUP PLC,Personal & Household Goods,Consumer Goods,23/03/2005
WPP,WPP PLC,Media,Consumer Services,02/01/2013
WRES,W RESOURCES PLC,Basic Resources,Basic Materials,04/11/2004
WYG,WYG PLC,Industrial Goods & Services,Industrials,12/07/2011
WYN,WYNNSTAY GROUP PLC,Food & Beverage,Consumer Goods,23/12/2004
WSP,WYNNSTAY PROPERTIES PLC,Real Estate,Financials,02/06/2000
XAR,XAAR PLC,Industrial Goods & Services,Industrials,08/07/2005
XAF,XAFINITY PLC,Financial Services,Financials,16/02/2017
XSG,XEROS TECHNOLOGY GROUP,Industrial Goods & Services,Industrials,25/03/2014
XLM,XLMEDIA PLC,Media,Consumer Services,21/03/2014
XPD,XPEDIATOR PLC,Industrial Goods & Services,Industrials,11/08/2017
XPL,XPLORER PLC,Oil & Gas,Oil & Gas,11/07/2013
XPP,XP POWER LD,Industrial Goods & Services,Industrials,25/04/2007
XTR,XTRACT RESOURCES PLC,Basic Resources,Basic Materials,23/06/2017
YOLO,YOLO LEISURE AND TECHNOLOGY PLC,Financial Services,Financials,17/04/2012
YOU,YOUGOV PLC,Media,Consumer Services,22/09/2008
YNGA,YOUNG & CO'S BREWERY PLC,Travel & Leisure,Consumer Services,25/02/2008
YNGN,YOUNG & CO'S BREWERY PLC,Travel & Leisure,Consumer Services,25/02/2008
YU.,YU GROUP PLC,Utilities,Utilities,17/03/2016
ZMNO,ZAMANO PLC,Telecommunications,Telecommunications,20/12/2006
ZAM,ZAMBEEF PRODUCTS PLC,Food & Beverage,Consumer Goods,23/06/2011
ZIOC,ZANAGA IRON ORE COMPANY LD,Basic Resources,Basic Materials,18/11/2010
ZCC,ZCCM INVESTMENTS HOLDINGS PLC,Basic Resources,Basic Materials,27/09/2004
ZEG,ZEGONA COMMUNICATIONS PLC,Telecommunications,Telecommunications,19/03/2015
ZEN,ZENITH ENERGY LTD.,Oil & Gas,Oil & Gas,11/01/2017
ZHEH,ZHEJIANG EXPRESSWAY CO,Industrial Goods & Services,Industrials,17/10/2007
ZBO,ZIBAO METALS RECYCLING HOLDINGS PLC,Basic Resources,Basic Materials,20/06/2014
ZIN,ZINC MEDIA GROUP PLC,Media,Consumer Services,13/07/2015
ZOL,ZOLTAV RESOURCES INC,Oil & Gas,Oil & Gas,04/07/2013
ZOO,ZOO DIGITAL GROUP PLC,Technology,Technology,21/03/2007
ZTF,ZOTEFOAMS PLC,Chemicals,Basic Materials,24/09/2003
ZPG,ZPG PLC,Media,Consumer Services,21/06/2014
ZYT,ZYTRONIC PLC,Industrial Goods & Services,Industrials,06/07/2000
